index,name ,mood,year,artist,lyrics
306,Nuvvante Na Navvu,Romantic ,2016,"NA_Add1,Haricharan",నువ్వంటే నా నవ్వు నేనంటేనే నువ్వు నువ్వంటూ నేనంటు లేమని అవునంటూ మాటివ్వు నిజమంటూ నే నువ్వు నే రాని దూరాల్ని నువ్ పోనని ఎటు వున్నా నీ నడక వస్తాగా నీ వెనక దగ్గరగా రానిను దూరమే నే వేసే ప్రతి అడుగు ఎక్కడికో నువ్ అడుగు నిలుచున్నా నీ వైపే చేరెనులే నీ అడుగేమో పడి నెల గుడి అయినదే నీ చూపేమో సడిలేని ఉరుమయినదే నువ్వు ఆకాశం నేను నీకోసం తడిసిపోదామా ఈ వానలో ఈ చినుకు ఆ మేఘం విడిపోవసాలే సూర్యుడితో జత కట్టి ఒక్కటౌతాయే నీడల్లో నలుపల్లె మల్లెల్లో తెలుపల్లె ఈ భువికే వెలుగిచే వరమే ఈ ప్రేమ ఈ చినుకు ఆ మేఘం విడిపోవసాలే సూర్యుడితో జత కట్టి ఒక్కటౌతాయే నీడల్లో నలుపల్లె మల్లెల్లో తెలుపల్లె ఈ భువికే వెలుగిచే వరమే ఈ ప్రేమ నే ఇటు వస్తాననుకోలేదా తలుపస్సలు తీయవు తడితే పో పసివాడని జాలే పడితే బుగ్గన ముద్దిచ్చి చంపేశావె నువ్వు నేనంటూ పలికే పదములో అధరాలు తగిలేన కలిసే వున్నా మనమంటు పాడు పెదవుల్లో చూడు క్షణమైనా విడిపోవులే ఇది ఓ వేదం పద రుజువోవుదాం అంతులేని ప్రేమకే మనం నివురు తొలగేలా నిజము గెలిచేలా మౌనమే మాట మార్చేసిన నువ్ నవ్వేటి కోపనివే మనసతికిన ఓ రాయివే నువ్ కలిసొచ్చే శాపనివే నీరళ్లే మారేటి రూపానివే నాచే దారుల్లో నడిచే నదులైన కాదన్న కలవాలి సంద్రం లోన విడివిడిగా వున్నా విడిపోలేకున్నా ప్రవహించే ప్రణయం ఇదే వొద్దన్న తిరిగేటి భువి మీదొట్టు నా ప్రాణం తిరిగేనా ఇక నీ చుట్టూ నాలోనే నువ్వుంటు నీతోనే నేనంటూ ఈ భువిలో విహరించే వెలుగే మన ప్రేమ
307,Paravasame,Romantic ,2016,Sachin Warrier & Divya S. Menon,పరవశమే…! పరవశమే…! ప్రతి నిమిషం… ప్రియ మధుమాసమే పరవశమే…! పరవశమే…! ప్రతి నిమిషం… ప్రియ మధుమాసమే ఆ హా అంటోంది… నా సంబరం ఒడిలో వాలింది… నీలాంబరం మనసే పసి పావురం… వలపే తన గోపురం వెతికీ కలిసెను… నిన్నీక్షణం కథలో మలుపీస్వరం… కలలో నిజమీ వరం అలలై ఎగసెను కోలాహలం పరవశమే…! పరవశమే…! ప్రతి నిమిషం ప్రియ మధుమాసమే పరవశమే…! పరవశమే…! ప్రతి నిమిషం ప్రియ మధుమాసమే నింగీ నీలం… ఆకూ పచ్చ నువ్వూ నేనూ జంట… విడిపోమూ అలుకూ రాగం… మెరుపూ మేఘం దేహం ప్రాణం… మనమై కలిశామూ జతగా ప్రతి జన్మకి… నువ్వే చెలి జానకి నీలో సగమై జీవించనీ ఎదలో సహవాసమై… వ్యధలో వనవాసమై నీతో నీడై పయనించనీ ఆ హా అంటోంది… నా సంబరం ఒడిలో వాలింది… నీలాంబరం మనసే పసి పావురం… వలపే తన గోపురం వెతికీ కలిసెను… నిన్నీక్షణం కథలో మలుపీస్వరం… కలలో నిజమీ వరం అలలై ఎగసెను కోలాహలం పరవశమే…! పరవశమే…! ప్రతి నిమిషం… ప్రియ మధుమాసమే పరవశమే…! పరవశమే…! ప్రతి నిమిషం… ప్రియ మధుమాసమే
308,Okko Nakshatram,Romantic ,2016,"Karthik, Divya S.Menon",ఒక్కో నక్షత్రం తెంచి ఒక్కో ఆక్షం తుంచి ఒక్కో నిమిషంలొ నీకొసం దాస్తున్న ఒక్క్ సంతొషం నుంచి ఒక్కొ సంగీతం తెచ్చి ఒక్కొ నిమిషంలొ నీకొసం దాస్తున్న ఒక్కొ వాన జల్లు ఒక్కొ మెఘం నుంచి ఒక్కొ చందమామ ఒక్కొ విష్వం నుంచి భరించి హరించి ప్రేమించె నీకొసం నా ప్రానం ఏసి దాచన ఒక్కొ సంతొషం నుంచి ఒక్కొ సంగీతం తెచ్చి ఒక్కొ నిమిషంలొ నీకొసం దాస్తున్న ఎ మెరుపు పువ్వు నువ్వె చెలి ని చిలిపి నవ్వె గీథంజలి నీ వూహె నాకు ఒ జాబిలి నీ పలుకె గుండెల్లొ జిలిబిలి ఒక్కొ వయిధ్యన్ని ఒక్కొ అల్లరి అడిగి ఒక్కొకొ ప నుంచి ఒక్కొ పల్లవి తెచి ఆడించి పడించి లలించె నీకొసం నా ప్రానం ఎసి దాచన ఒక్కొ సంతొషం నుంచి ఒక్కొ సంగీతం తెచ్చి ఒక్కొ నిమిషంలొ నీకొసం దాస్తున్న కన్నుల్లొ వుండె కన్నీరులా గుండెల్లొ పొంగె సెలేఅరులా నీ కలల పూల తోటై ఇలా ఎ కలలు అక్కర్లెనంతల పుట్టెదాక మల్లి నీకై చచ్చె ఆష చచ్చె దాక మల్లి నీతొ బ్రతికె ఆష ప్రానం లొ ప్రానం ల మౌనం లొ మౌనం లా నా జీవితన్ని పంచనా ఒక్కో నక్షత్రం తెంచి ఒక్కో ఆక్షం తుంచి ఒక్కో నిమిషంలొ నీకొసం దాస్తున్న
309,Manasantha Meghamai,Romantic ,2016,Pearle Maaney,మనసంతా మేఘమై తేలిపోదా తన చూపే తిమ్మిరేయ్ తాకగా ఎండల్లో చల్లగా చిరుజల్లే వెచ్చగా పులకింతే కొత్తగా అందుకే నా మనసంతా మేఘమై తేలిపోదా తన చూపే తిమ్మిరేయ్ తాకగా ఇంత మోసం ఎవరి కోసం మనసుకే నేను చులకన ఎంత దూరం ఈ ప్రయాణం కోపమా నా పైన నువ్వే లేని నాలో నేను ఉండలేనల భారమైన ఊపిరి చూసి దాచుకున్న ఇష్టం తెలిసి అతని వైపు నన్నే లాగేలా నిదుర పోనీ కళ్లని చూసి కళలు వచ్చి నిందలు వేసి అతని పరిచయాలే అడిగెన తేలిపోదా తాకగా వేణుగానం ఎదురులోనే దాగి ఉందన్న సంగతి పెదవి పైన అతని పేరే పలికితే తెలిసింది ఉయ్యాలూగే నా ఊహల్లో ఊపిరైనది బుగ్గ మీద చిటికేస్తాడు సిగ్గులోన ఏరూపవుతాడు ఎందుకింత సొంతం అయ్యాడే రెప్ప చాటు స్వప్నం వాడు కమ్ముకున్న మైకం వాడు ఏమిటింత పిచ్చయి పోయనే తన చూపే తిమ్మిరై తాకగా ఎండల్లో చల్లగా చిరుజల్లే వెచ్చగా పులకింతే కొత్తగా అందుకే నా మనసంతా మేఘమై తేలిపోదా తన చూపే తిమ్మిరై తాకగా
310,Nee Navve,Romantic ,2016,"Shreya Goparaju,Dhanunjay",నీ నవ్వే హాయిగా వుంది ఈ ఊసే కొత్తగ వుంది ఇన్నిన్నాళ్ళు ఇంత మాయ ఏమైపోయింది నీ మాటే నా మౌనంలో నీ శ్వాసే నా గుండెల్లో నన్ను నేను చూసుకుంటా అచ్చంగా నీలో ఏంటండి సారూ మీరేనా మీరు ఈ ప్రేమలో మహ ముద్దుగున్నారు హొ హొ హొ హొ హొ ప్రతిక్షణమూ మనసుపడే కలలుకనే నేనే అర్ధం కానా రుస రుసలే చూపిస్తున్న నను దూరం చేస్తూవున్నా నాకోసం ఓ క్షణమయినా ఆలోచిస్తే చాలన్నా నిన్నల్లో ఊపిరి నువ్వే నా రేపటిలో ఆయువు నువ్వే నీకోసమే నే మారన నీతోడిలా నాతోడుగా వుంటే హొ హొ హొ హొ హొ తడబడితే పెదవులిలా కనపడదా నాలో నీపై ఆశ నీ చల్లని మాటల కోసం లోలోపల ఎదురే చూసా నీ ముద్దుముచ్చట కోసం పడిగాపులు ఎన్నో కాసా చుక్కల్లో జాబిలి నువ్వే నా గుండెల్లో వెన్నెల కావే నీ శ్వాసలో ఈ గాలిలా నూరేల్లిలా నే వుండిపోతాలే హొ హొ హొ హొ హొ నీ నవ్వే హాయిగా వుంది ఈ ఊసే కొత్తగ వుంది ఇన్నిన్నాళ్ళు ఇంత మాయ ఏమైపోయింది నీ మాటే నా మౌనంలో నీ శ్వాసే నా గుండెల్లో నన్ను నేను చూసుకుంటా అచ్చంగా నీలో ఏంటండి సారూ మీరేనా మీరు ఈ ప్రేమలో మహ ముద్దుగున్నారు హొ హొ హొ హొ హొ
311,Ee Vintha Needhiga,Romantic ,2016,"Lipsika,Yazin Nizar",ట ట టరర ర ట ట ట ట ట టరర ర ట ట ట టరరర ట టరరర ట టర టర టర టర టర టర ట నీకు నాకు మధ్యలో ఇంక ఊపిరాడదు అంత దూరాన్ని చేరగా చూస్తూ ఉంటె కళ్ళలో తేలదే కలో కధో నువ్వు చేసేదే మాయ గా ఈ వింత నీది గా నీ నీడ నేను గా ఈ వింత నీది గా నీ నీడ నేను గా ప్రేమ ఇష్క్ కాదల్ మనల్ని చేసి పాగల్ ప్రపంచమంతా చూపుతుంది కొత్త కొత్త గా నెల మీద నుంచి ఆకాశం అంచు దాకా ఈ వాన చినుకులన్ని నీచనెక్కినట్టు గా క్యుపిడ్ అయినా చేయలేదు మాయ ఇంత గొప్పగా ఎవరీ కార్నర్ అఫ్ మై హార్ట్ లోన ప్రేమ పుట్టగా కలలకైనా కర్ఫ్యూ ఇచ్చి కుదురు లేని నిన్నిలా కనులతో కనెక్ట్ చేయనా ఐ లైక్ మోర్ కాఫీ నువ్వొచ్చి నన్ను తాకి న డ్రీమ్య్ అయిస్ నిన్ను చూసి నిదుర లేవని నీతో ఈ క్షణాలే నా లైఫ్ లో వి జర్నీ అండ్ ఇంత నచ్చుతుంది నాకు ఆజ్ జిందగీ నాతో అడుగులేస్తూ మల్లి మల్లి మేక్ మీ ఫాల్ ఇన్ లవ్ ఇది కలైతే నన్ను నిదుర లేవనీకు ఫరెవర్ నువ్వు చేరువైతే ఊపిరంతా నిండే న్యూ కలర్ న జోడియాక్ సైన్ నీ ఫిగర్
312,Meghaalu Lekunna,Romantic ,2015,Yazin Nizar,మేఘాలు లేకున్నా నా పైనా ఈ వానా రాగాలు తీసే నీ వళ్లేనా ఏ గాలి లేకున్నా నే తేలిపోతున్నా ఈ మాయలన్నీ నీ వళ్లేనా వెళ్లే దారిలో ఓఓఓ లేదే చంద్రుడే ఐన వెన్నెలే అది నీ అల్లరేనా ఓ చెట్టు నీడనైనా లేనే పైనా పూల వానా మేఘాలు లేకున్నా నా పైన ఈ వానా రాగాలు తీసే నీ వళ్లేనా ఏ గాలి లేకున్నా నీ తేలిపోతున్నా ఈ మాయలన్నీ నీ వళ్లేనా కోపముంటే నేరుగా చూపకుండా ఇలా రాతిరంతా నిద్దూరే పాడుచేస్తే ఎలా నేరముంటే సూటిగా చెప్పకుండా ఇలా మేలుకున్నా కలలతో వేస్తావుగా సంకెలా పూట పూట పొలమారుతుంటే అసలింత జాలి లేదా నేను కాకా మరి నెల మీద తలిచేటి పేరు లేదా క్షణమైనా నిలబడనిస్తే నీకు ఊసిపోదా మేఘాలు లేకున్నా నా పైనా ఈ వానా రాగాలు తీసే నీ వళ్లేనా మాటలోనా లేదుగా ముద్దు చెప్పే నిజాం చూపులోనా లేదుగా స్పర్శ చెప్పే నిజాం సైగలోనా లేదుగా గిల్లి చెప్పే నిజాం నవ్వుకున్నా నాకిలా నీ పంటి గాటెయ్ నిజాం కింద మీద పడి రాసుకున్న పది కాగితాల కవితా ఎంతకైనా అది ఆనదంట ఒక కౌగిలింత ఎదుటా ఓఓఓ మన మధ్య దారంకైనా దారి ఎందుకంటా మేఘాలు లేకున్నా నా పైనా ఈ వానా రాగాలు తీసే నీ వళ్లేనా ఏ గాలి లేకున్నా నే తేలిపోతున్నా ఈ మాయలన్నీ నీ వళ్లేనా
313,Motta Modati Sari,Romantic ,2015,Sachin Warrier,స స ప మా ప స స స ప మా ప స స ప ప ని ని ప మా గ మా ప మా మొట్ట మొదటి సారి పట్ట పగటివేళ ఎదురైంది చందమామ హే ఐలా చారడేసి కల్లా గుండెల్లో గుచ్చుకున్నముల్లా ఓహో హోం హే ఐలా పువ్వంటి పెదాల నా శ్వాసనాపే బంగారు బాణాల స స ప మా ప స స స ప మా ప స స ప ప ని ని ప మా గ మా ప మా మొట్ట మొదటి సారి పట్ట పగటివేళ ఎదురైంది చందమామ ఓహ్ ఓహ్ ఓహ్ మధు మంత్రం చవి చూస్తున్నా ఓహ్ ఓహ్ ఓహ్ మర యంత్రం అయిపోతున్నా అడుగే నను వద్దన్నా పరుగే ఇక ఆగేనా ఇదివరకటి నేనేనా ఇలా ఉన్నా నాలో ప్రేమను నీ కానుకివ్వగా అరేయ్ చేతులలో మొలిచెను పూవనం నీ వల్లనే చెలి నా గుండె లోతులో ఓ పాలపుంత పేలిన సంబరం స స ప మా ప స స స ప మా ప స స ప ప ని ని ప మా గ మా ప మా మొట్ట మొదటి సారి పట్ట పగటివేళ ఎదురైంది చందమామ ఓహ్ ఓహ్ ఓహ్ కనురెప్పల దోచిలి చాచా ఓహ్ ఓహ్ ఓహ్ కలలోకి నిన్నేపిలిచా తోలి చూపున ప్రేమించా మలి చూపున మనసిఛ్చా నిదురకి ఇక సెలవిచ్చా నీ సాక్షిగా పరిచయమే ఓ పరవశమై నను పదమందే నీ నీడగా నా జత సగమై రేపటి వరమై నువ్వుంటావా నా తోడుగా హే ఐలా చారడేసి కల్లా గుండెల్లో గుచ్చుకున్న ముల్లా ఓహో హోం హే ఐలా పువ్వంటి పెదాల నా శ్వాసనాపే బంగా
314,Nuvve Nuvve,Romantic ,2015,"Jonitha Gandhi,Thaman S",ఈ తేనె కళ్ళది ప్రేమలో పడ్డది ఈ ప్రేమ లోన వోడి నిన్ను మల్లి మల్లి గెలవడానికంటూ నీకు నీడ లాగ సాగుతున్నదే ప్రాణాలు వీడని నేనాగిపోనని ఆ కళ్ళలోన చూపుల్లోన ఆశాల్లోన శ్వసల్లోన దేహమంతా ప్రేమ రంగు పూసుకున్నది నువ్వే నువ్వే ప్రాణం ప్రపంచం నువ్వే నువ్వే ధ్యానం ప్రయాణం నువ్వే నువ్వే మౌనం ఓ నేస్తం నువ్వే నడిపే కాలం నువ్వే నువ్వే సైన్యం నా కోసం నువ్వే నువ్వే సమరం నాలోన నువ్వే నువ్వే ఆయుధం ఓ నేస్తం నువ్వే దొరికే విజయం ఈ తేనె కళ్ళది ప్రేమలో పడ్డది ఈ ప్రేమ లోన వోడి నిన్ను మల్లి మల్లి గెలవడానికంటూ నీకు నీడ లాగ సాగుతున్నదే ప్రాణాలు వీడనీ నేనాగిపోననీ ఆ కళ్ళలోన చూపుల్లోన ఆశాల్లోన శ్వసల్లోనా దేహమంతా ప్రేమ రంగు పూసుకున్నది నువ్వుగా ఓడలని నేనుగా గెలవాలని కొరికే నన్నిలా తరిమిందని నువ్వుగా ఓడలని నేనుగా గెలవాలని కొరికే నన్నిలా తరిమిందని ప్రేమంటే ఇంతే మరి దైవంల తుది లేనిదీ ఆ దైవం ఉంటె నాలోను నా వైపే నిన్నే నడిపించదా ఆ నువ్వే నువ్వే ప్రాణం ప్రపంచం నువ్వే నువ్వే ధ్యానం ప్రయాణం నువ్వే నువ్వే మౌనం ఓ నేస్తం నువ్వే న
315,Mila Mila Milaa Milaa,Romantic ,2015,Karthik,వెన్నెలా వెన్నెలా తొలకరి వానలా తలుపును నీ కళా తడిపెను మిలా మిలా మెరుపులు చల్లాయిలా కంటిముందు ముగ్గేసింది నీ అందం కిల కిల కిలా కిలా పాలనవ్వు పాపాయిలా అంబరాన్ని ముద్దాడింది ఆనందం ఎవరే పంపారిలా ఇటు వైపుకు నిన్నూ చూస్తూ నిలబడిపోయా మల్లెల సుడిగాలిలా నను మతున తోసి ఎత్తుకుపోయావే ఎదో గజి బిజీగా గజి బిజీగా కనిపించే రూపం రేపో ధరి కనని ధరి కనని తీరం ఎదో గజి బిజీగా గజి బిజీగా కనిపించే రూపం రోజు తడపడుతూ వెలిగే ఈ ఉదయం నువ్వు నేను ఒక యంత్రమా కాలం నడిపే ఓ మహిమ ప్రేమ ముద్దులిడినా ఊపిరి సెగలు తగిలి రగిలి చెడిపోతున్న చెంత నువ్వు నిలబడగానే నిన్ను విడిచి పరుగెడుతున్న సమీపానకొచ్చావంటే గుండెల్లో తుఫ్ఫానే అల్లా నన్ను రమ్మన్నావా అల్లాడిపోతానే నవ్వుల్తో చంపే మాయే చాల్లే ఏమో తుళ్ళి తిరిగేను మనసే పిచ్చి పరుగులు తీసే వెళ్లి వెరిసేను వయసే ఎందుకో ఏమో గుండె దరువులు వేసే కొంటె తలపులు తోచే పొంగి పోరెలేను ఆశే ఎదో గజి బిజీగా గజి బిజీగా కనిపించే రూపం రేపో ధరి కనని ధరి కనని తీరం ఎదో గజి బిజీగా గజి బిజీగా కనిపించే రూపం రో
316,Yenno yenno varnala,Romantic ,2015,"Karthik,Chinmayi",ఎందుకో ఏమో తుళ్ళి తిరిగేను మనసే పిచ్చి పరుగులు తీసే వెళ్లి వెరిసేను వయసే ఎందుకో ఏమో గుండె దరువులు వేసే కొంటె తలపులు తోచే పొంగి పోరెలేను ఆశే ఎదో గజి బిజీగా గజి బిజీగా కనిపించే రూపం రేపో ధరి కనని ధరి కనని తీరం ఎదో గజి బిజీగా గజి బిజీగా కనిపించే రూపం రోజు తడపడుతూ వెలిగే ఈ ఉదయం ఎందుకో ఏమో కంట మెరుపులు మెరిసే చెలి దూరమైయే వరసై రేయ్ కళలు గ విరిసే ఎందుకో ఏమో రెక్కలేదలకు మొలిచే చిన్ని గుండెనెదొ తొలిచే ఒంటరిగా నను విడిచే ఎదో గజి బిజీగా గజి బిజీగా కనిపించే రూపం రేపో ధరి కనని ధరి కనని తీరం ఎదో గజి బిజీగా గజి బిజీగా కనిపించే రూపం రోజు తడపడుతూ వెలిగే ఈ ఉదయం నువ్వు నేను ఒక యంత్రమా కాలం నడిపే ఓ మహిమ ప్రేమ ముద్దులిడినా ఊపిరి సెగలు తగిలి రగిలి చెడిపోతున్న చెంత నువ్వు నిలబడగానే నిన్ను విడిచి పరుగెడుతున్న సమీపానకొచ్చావంటే గుండెల్లో తుఫ్ఫానే అల్లా నన్ను రమ్మన్నావా అల్లాడిపోతానే నవ్వుల్తో చంపే మాయే చాల్లే ఏమో తుళ్ళి తిరిగేను మనసే పిచ్చి పరుగులు తీసే వెళ్లి వెరిసేను వయసే ఎందుకో ఏమో గుండె దరువులు వేసే కొంటె తలపులు
317,Challa Gaali,Romantic ,2015,"Rihitha,Senthil",చల్ల గాలి తాకుతున్న మెఘమైనది మనసిలా నేలకేసి జారుతున్న జల్లు అయినది వయసిలా ఎందుకంట ఇంత దగా నిన్న మొన్నా లేదు కదా ఉండి ఉండి నెమ్మదిగా నన్ను ఏటో లాగుతుందా తప్పదని తపించుకోలేనని తోచేట్టు చేస్తుందా ఆ చల్ల గాలి తాకుతున్న మెఘమైనది మనసిలా నేలకేసి జారుతున్న జల్లు అయినది వయసిలా ఎవరో అన్నారని మారావే నాలో ఆశలు ఎవరేమన్నారని పొంగేనే ఏవో ఊహలు ఎవరో అన్నారని మారావే నాలో ఆశలు ఎవరేమన్నారని పొంగేనే ఏవో ఊహలు తీరం తెలిసాక ఇంకో దారిని మార్చానా దారులు సరిఅయినా వేరేయ్ తీరం చేరనా నడకలు నావేనా నడిచేది నేనేనా చల్ల గాలి తాకుతున్న మెఘమైనది మనసిలా నేలకేసి జారుతున్న జల్లు అయినది వయసిలా ఎంతగా వదంటున ఆగదే ఆత్రం ఏమిటో ఇంతగా పొంగేటంత అవసరం ఏమో ఎందుకో అయినా ఏమైనా ఎద నా చేయిజారింది ఎపుడో ఏనాడో ప్రేమే నేరం కదందే చెలిమే ఇంకోలా చిగురిస్తుందంటే చల్ల గాలి తాకుతున్న మెఘమైనది మనసిలా నేలకేసి జారుతున్న జల్లు అయినది వయసిలా
318,Melamellaga chigurinchene,Romantic ,2013,Swetha Mohan,మెలమెల్లగా చిగురించెనే నా మనసులో ఓ కోరికా మరు మల్లెల వికసించెనే ఎద లోతులో ఈ కలయికా పెదవంచులు ధాటి మౌనమే దిగి వచ్చెను రేయిలా పొగమంచును నీటి కిరణమే తెచ్చెను హాయిలా నిలువెల్లా నిండిపోయెనే నువ్వే నేనులా ఐ లవ్ యు సో ఐ లవ్ యు సో ఐ లవ్ యు సో ఐ లవ్ యు సో మెలమెల్లగా చిగురించెనే నా మనసులో ఓ కోరికా అనుకోని తీరమైన నిను నేను చేరేనా చిరుగాలి తాకుతున్న చిగురాకుల నను చూసి ఇలా నాకూడా కొత్తగా ఉంది కదా కల కాదు కదా నీ వెంట ఉన్నదీ నేనేగ ఐ లవ్ యు సో ఐ లవ్ యు సో ఐ లవ్ యు సో ఐ లవ్ యు సో మెలమెల్లగా చిగురించెనే నా మనసులో ఓ కోరికా మేరుపల్లె చేరువైతే చినుకల్లే మారన నీలోన నేను కరిగి పులకించనా నీ కోసం ఇలా కదిలేటి నిమిషమునపేస్తా నీ తోడు ఆలా సాగేటి కాలమే నేనవుతా ఐ లవ్ యు సో ఐ లవ్ యు సో ఐ లవ్ యు సో ఐ లవ్ యు సా మెలమెల్లగా చిగురించెనే నా మనసులో ఓ కోరికా
319,Choolenge Aasma,Romantic ,2015,"Ramya Behara,Adnan Sami,Veena Gantasala",ఆయ్ లైల లైల లైలా లయ తప్పే గుండెలోన సరికొత్త పుంతలో పడ్డా లవ్ లోన ఆ నువ్వు పెదవి విప్పకున్నా నీ నవ్వు తెలిపి జానా నా వలపు సీమకే ఆహ్వానితున్నా తొలి చూపే ఎద నువ్వే తత్తుతార త తార బాటే మనసేమో వాసకాడే నీ బంధినై పోయా చూలేంగే ఆస్మా జానెమన్ జనేజా కెహ్ రహ ప్యార్ కర్ ఏ సమా చూలేంగే ఆస్మా జానెమన్ జానేజా కెహ్ రాహ్ ప్యార్ కర్ ఏ సమా అవె చెలి ప్రతిమణి పికాసో ల ఎద ఫలకం నిమ్మపేసా పరువానికి పట్టమే నేడిలా అవె తలమునకల తపస్సేల తమ కిది మహా భరోసా మానసిస్తే సాగన నీడలా ఆయ్ అయ్యా చెలి వరమిచ్చే సెలవీరు తెగ నచ్చ లే నీ తీరు మరి ఇందరు వున్నా నీ సరి రాలేరు చులేంగే ఆస్మా జానెమన్ జనేజా కెహ్ రహ ప్యార్ కర్ ఏ సమా మది గెలిచే దృశ్యమా ఎద లయలో లాస్యమో మనసంతా నీకిలా ఆవశ్యమా హూ చిటుకున ధరి సమీపిస్తూ పెనవేయగా పిలిస్తే అలజడులే రేగవ యెదలో అవె తొలి తికమక తమ యిస్తూ సుముకతతో స్మరిస్తే పరుగున జని చేరెనే జతలో పద పద నెగ్గకు పరువాలు మొదలెట్టుకొ మురిపాలు కని కట్టు లేవో చూపే నీ బాడీ లో హ తొలి చూపే ఎద నువ్వే తత్తు తార తత్తర బాటే మనసేమో వాసకాడే నీ బంధినై పోయా చూల
320,Inthalo Ennenni Vinthalo,Romantic ,2014,Naresh Iyer & Chinmayi Sripada,"ఇంతలో ఎన్నెన్ని వింతలో… అలవాటులో పొరపాటులెన్నెన్నో సూటిగా ఓఓ నిను చూడలేనో… తెరచాటుగా నిను చూసాను, ఓ అయువో నువు ఆశవో… నువు వీడనీ తుదిశ్వాసవో రాయనీ ఓ గేయమో… నువు ఎవరివో హలా ఇంతలో ఎన్నెన్ని వింతలో… అలవాటులో పొరపాటులెన్నెన్నో, ఓఓ చిరునవ్వే నీకోసం… పుట్టిందనిపిస్తుందే నీ ప్రేమే పంచావో… ధన్యం అనిపిస్తుంది పడిపోయా నేనే నీకికా… నువు ఎవరైతే మరి ఏంటికా ఉందో లేదో తీరిక… ఈ రేయి ఆగాలికా, ఓఓ ఇంతలో ఎన్నెన్ని వింతలో… అలవాటులో పొరపాటులెన్నెన్నో పైకెంతో అణుకువగా… సౌమ్యంగా ఉంటుంది తనతోనే తానుంటే… మతిపోయేలా ఉంది ఆశుందో లేదో ముందుగా… నువు కలిసావో ఇక పండుగా ఉన్నావే నువే నిండుగా… నా కలలకే రంగుగా, ఓ ఓహో ఇంతలో ఎన్నెన్ని వింతలో… అలవాటులో పొరపాటులెన్నెన్నో ఫిమేల్ వెర్షన్ ఇంతలో ఎన్నెన్ని వింతలో… అలవాటులో పొరపాటులెన్నెన్నో పరిచయమే పరవశమై… నిను నాతో కలిపింది రా"
321,Chinnadana Neekosam,Romantic ,2012,"Anoop Rubens,Shravani,Raja Hasan",హూ తెరెబిన్ జానా కుచ్చు బి నహీ మై ఇష్క్ మీ మై దీవానా ఆయిలెబా ఆయిలెబా ఆయిలే ఆయిలే ఆయిలే ఆయిలెబా నాన్ననన ఆయిలెబా నాన్ననన ఆయిలెబా నాన్ననన ననన తందనాతనన ననన తందనాతనన ఓఓఓ అదిరే అదిరే నీ నల్లని కాటుక కళ్ళదిరే అదిరే అదిరే నా మనసే ఎదురే చూసే చిన్నదానా నీకోసం ఓ చిన్నదానా నీకోసం చిన్నదాన నీకోసం ఓ చిన్నదాన నీకోసం నచ్చావే నచ్చావే అంటోంది మనసే నిమిషం ఏదైనా ఏమైనా వేచున్న నేను చిన్నవాడా నీకోసం చిన్నవాడా నీకోసం మాటలన్నీ నీకోసం మౌనం అంత నీకోసం ఓఓఓ కువని కోయిల ఉండదే రాయిలా కొత్త పాట పాడుతోందిలా తీయని హాయిలో తేలని గాలిలో పెళ్లిదాకా పరిచయం ఇలా హేయ్ ఎటువై పెళ్లినా నే నిన్నే చేరేనా మెలిపెడుతూ ఇలా ముడిపడిపోనా ఓ జాజి కొమ్మే నా చెలి జావళిలే పాడేనురో ప్రేమ అంటే అంతేరో అన్ని వింతేరో వీకువంత నీకోసం వెన్నెలంతా నీకోసం ఉస్సులన్నీ నీకోసం ఉఉపిరుంది నీకోసం ఓఓఓ ప్రేమ పుస్తకాలలో లేనే లేని పోలిక రాయటం కాదు తేలిక మాటలే రావుగ మౌనమే హాయిగా భావమైతే బోలెడుందిగా నీ నవ్వే సూటిగా తెలిపిందే రాయికా చాల్లే తికమక అల్లుకు పోవే హూ గాలిల
322,Jamurathiri,Romantic ,1991,"K.S. Chitra,S.P.Balasubramanyam",జామురాతిరి జాబిలమ్మ జోల పాడనా ఇలా జోరు గాలిలో జాజికొమ్మ జారనీయకే కలా వయ్యారి వాలు కళ్ళలోన వరాల వెండి పూల వాన స్వరాల ఊయలూగు వేళ జామురాతిరి జాబిలమ్మ జోల పాడనా ఇలా కుహు కుహు సరాగాలె శృతులుగా కుశలమా అనే స్నేహం పిలువగా కిల కిల సమీపించే సడులతో ప్రతి పొద పదాలేవో పలుకగా కునుకు రాక బుట్ట బొమ్మ గుబులు గుందని వనము లేచి వద్ద కొచ్చి నిద్ర పుచ్చని జామురాతిరి జాబిలమ్మ జోల పాడనా ఇలా మనసులో భయాలన్నీ మరిచిపో వగతలో మరో లోకం తెరుచుకో కలలతో ఉష తీరం వెతుకుతూ నిదరతో నిశారానే నడిచిపో చిటికలోన చిక్కబడ్డ కటిక చీకటి కరిగిపోక తప్పదమ్మా ఉదయ కాంతికి జామురాతిరి జాబిలమ్మ జోల పాడనా ఇలా జోరు గాలిలో జాజికొమ్మ జారనీయకే కలా వయ్యారి వాలు కళ్ళలోన మ్మ్ హ్మ్మ్ మ్మ్ హ్మ్మ్ హా హ స్వరాల ఊయలూగు వేళ హహ హహహ తాన నాన మ్మ్ హ్మ్మ్ హ్మ్మ్ ఆహ్ హ తానతననన తాని నాన మ్మ్మ్మ్ అః మ్మ్ మ్మ్ మ్మ్ అః
